admin_code;not_null;ipc_1;ipc_2;ipc_3;ipc_4;ipc_5;ipc_2_plus;ipc_3_plus;ipc_4_plus;ipc_1_pct;ipc_2_pct;ipc_3_pct;ipc_4_pct;ipc_5_pct;ipc_2_plus_pct;ipc_3_plus_pct;ipc_4_plus_pct
2098;26;12;10;4;;;14;4;0;0.461538462;0.384615385;0.153846154;0;0;0.538461538;0.153846154;0
2099;26;19;7;;;;7;0;0;0.730769231;0.269230769;0;0;0;0.269230769;0;0
2100;26;19;2;4;1;;7;5;1;0.730769231;0.076923077;0.153846154;0.038461538;0;0.269230769;0.192307692;0.038461538
2101;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2102;26;25;1;;;;1;0;0;0.961538462;0.038461538;0;0;0;0.038461538;0;0
2103;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2104;26;6;12;8;;;20;8;0;0.230769231;0.461538462;0.307692308;0;0;0.769230769;0.307692308;0
2105;26;24;2;;;;2;0;0;0.923076923;0.076923077;0;0;0;0.076923077;0;0
2106;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2107;26;3;14;9;;;23;9;0;0.115384615;0.538461538;0.346153846;0;0;0.884615385;0.346153846;0
2108;26;3;17;6;;;23;6;0;0.115384615;0.653846154;0.230769231;0;0;0.884615385;0.230769231;0
2109;26;13;12;1;;;13;1;0;0.5;0.461538462;0.038461538;0;0;0.5;0.038461538;0
2110;26;12;12;2;;;14;2;0;0.461538462;0.461538462;0.076923077;0;0;0.538461538;0.076923077;0
2111;26;14;10;2;;;12;2;0;0.538461538;0.384615385;0.076923077;0;0;0.461538462;0.076923077;0
2112;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2113;26;21;5;;;;5;0;0;0.807692308;0.192307692;0;0;0;0.192307692;0;0
2114;26;2;8;11;5;;24;16;5;0.076923077;0.307692308;0.423076923;0.192307692;0;0.923076923;0.615384615;0.192307692
2115;26;12;6;7;1;;14;8;1;0.461538462;0.230769231;0.269230769;0.038461538;0;0.538461538;0.307692308;0.038461538
2116;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2117;26;18;8;;;;8;0;0;0.692307692;0.307692308;0;0;0;0.307692308;0;0
2118;26;19;7;;;;7;0;0;0.730769231;0.269230769;0;0;0;0.269230769;0;0
2119;26;17;4;5;;;9;5;0;0.653846154;0.153846154;0.192307692;0;0;0.346153846;0.192307692;0
2120;26;17;8;1;;;9;1;0;0.653846154;0.307692308;0.038461538;0;0;0.346153846;0.038461538;0
2121;26;15;11;;;;11;0;0;0.576923077;0.423076923;0;0;0;0.423076923;0;0
2122;26;9;11;6;;;17;6;0;0.346153846;0.423076923;0.230769231;0;0;0.653846154;0.230769231;0
2123;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2124;26;12;11;3;;;14;3;0;0.461538462;0.423076923;0.115384615;0;0;0.538461538;0.115384615;0
2125;26;15;11;;;;11;0;0;0.576923077;0.423076923;0;0;0;0.423076923;0;0
2126;26;5;13;3;5;;21;8;5;0.192307692;0.5;0.115384615;0.192307692;0;0.807692308;0.307692308;0.192307692
2127;26;;19;2;5;;26;7;5;0;0.730769231;0.076923077;0.192307692;0;1;0.269230769;0.192307692
2128;26;11;14;1;;;15;1;0;0.423076923;0.538461538;0.038461538;0;0;0.576923077;0.038461538;0
2129;26;;9;16;1;;26;17;1;0;0.346153846;0.615384615;0.038461538;0;1;0.653846154;0.038461538
2130;26;;15;7;4;;26;11;4;0;0.576923077;0.269230769;0.153846154;0;1;0.423076923;0.153846154
2131;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2132;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2133;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2134;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2135;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2136;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2137;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2138;26;6;12;8;;;20;8;0;0.230769231;0.461538462;0.307692308;0;0;0.769230769;0.307692308;0
2139;26;12;8;6;;;14;6;0;0.461538462;0.307692308;0.230769231;0;0;0.538461538;0.230769231;0
2140;26;13;13;;;;13;0;0;0.5;0.5;0;0;0;0.5;0;0
2141;26;2;10;13;1;;24;14;1;0.076923077;0.384615385;0.5;0.038461538;0;0.923076923;0.538461538;0.038461538
2142;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2143;26;15;8;3;;;11;3;0;0.576923077;0.307692308;0.115384615;0;0;0.423076923;0.115384615;0
2144;26;3;14;4;5;;23;9;5;0.115384615;0.538461538;0.153846154;0.192307692;0;0.884615385;0.346153846;0.192307692
2145;26;3;13;10;;;23;10;0;0.115384615;0.5;0.384615385;0;0;0.884615385;0.384615385;0
2146;26;17;2;2;5;;9;7;5;0.653846154;0.076923077;0.076923077;0.192307692;0;0.346153846;0.269230769;0.192307692
2147;26;4;14;3;5;;22;8;5;0.153846154;0.538461538;0.115384615;0.192307692;0;0.846153846;0.307692308;0.192307692
2148;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2149;26;1;10;12;3;;25;15;3;0.038461538;0.384615385;0.461538462;0.115384615;0;0.961538462;0.576923077;0.115384615
2150;26;26;;;;;0;0;0;1;0;0;0;0;0;0;0
2151;26;11;11;4;;;15;4;0;0.423076923;0.423076923;0.153846154;0;0;0.576923077;0.153846154;0
2152;28;;9;19;;;28;19;0;0;0.321428571;0.678571429;0;0;1;0.678571429;0
2153;28;3;11;14;;;25;14;0;0.107142857;0.392857143;0.5;0;0;0.892857143;0.5;0
2154;28;;13;15;;;28;15;0;0;0.464285714;0.535714286;0;0;1;0.535714286;0
2155;28;;13;15;;;28;15;0;0;0.464285714;0.535714286;0;0;1;0.535714286;0
2156;28;1;13;14;;;27;14;0;0.035714286;0.464285714;0.5;0;0;0.964285714;0.5;0
2157;28;10;7;11;;;18;11;0;0.357142857;0.25;0.392857143;0;0;0.642857143;0.392857143;0
2158;28;;12;16;;;28;16;0;0;0.428571429;0.571428571;0;0;1;0.571428571;0
2159;28;1;13;14;;;27;14;0;0.035714286;0.464285714;0.5;0;0;0.964285714;0.5;0
2160;28;4;20;4;;;24;4;0;0.142857143;0.714285714;0.142857143;0;0;0.857142857;0.142857143;0
2161;28;;12;16;;;28;16;0;0;0.428571429;0.571428571;0;0;1;0.571428571;0
2162;28;;11;17;;;28;17;0;0;0.392857143;0.607142857;0;0;1;0.607142857;0
2163;28;3;14;11;;;25;11;0;0.107142857;0.5;0.392857143;0;0;0.892857143;0.392857143;0
2164;28;;11;17;;;28;17;0;0;0.392857143;0.607142857;0;0;1;0.607142857;0
2165;28;1;13;14;;;27;14;0;0.035714286;0.464285714;0.5;0;0;0.964285714;0.5;0
2166;28;6;12;10;;;22;10;0;0.214285714;0.428571429;0.357142857;0;0;0.785714286;0.357142857;0
2167;28;17;4;7;;;11;7;0;0.607142857;0.142857143;0.25;0;0;0.392857143;0.25;0
2168;28;17;4;7;;;11;7;0;0.607142857;0.142857143;0.25;0;0;0.392857143;0.25;0
2169;28;17;4;7;;;11;7;0;0.607142857;0.142857143;0.25;0;0;0.392857143;0.25;0
2170;28;17;4;7;;;11;7;0;0.607142857;0.142857143;0.25;0;0;0.392857143;0.25;0
2171;28;17;4;7;;;11;7;0;0.607142857;0.142857143;0.25;0;0;0.392857143;0.25;0
2172;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2173;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2174;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2175;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2176;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2177;28;14;11;3;;;14;3;0;0.5;0.392857143;0.107142857;0;0;0.5;0.107142857;0
2178;28;16;7;5;;;12;5;0;0.571428571;0.25;0.178571429;0;0;0.428571429;0.178571429;0
2179;28;16;8;4;;;12;4;0;0.571428571;0.285714286;0.142857143;0;0;0.428571429;0.142857143;0
2180;28;4;14;10;;;24;10;0;0.142857143;0.5;0.357142857;0;0;0.857142857;0.357142857;0
2181;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2182;28;17;6;5;;;11;5;0;0.607142857;0.214285714;0.178571429;0;0;0.392857143;0.178571429;0
2183;28;16;1;11;;;12;11;0;0.571428571;0.035714286;0.392857143;0;0;0.428571429;0.392857143;0
2184;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
2185;28;18;8;2;;;10;2;0;0.642857143;0.285714286;0.071428571;0;0;0.357142857;0.071428571;0
2186;28;17;3;8;;;11;8;0;0.607142857;0.107142857;0.285714286;0;0;0.392857143;0.285714286;0
2187;28;18;8;2;;;10;2;0;0.642857143;0.285714286;0.071428571;0;0;0.357142857;0.071428571;0
2188;28;18;8;2;;;10;2;0;0.642857143;0.285714286;0.071428571;0;0;0.357142857;0.071428571;0
2189;28;17;1;10;;;11;10;0;0.607142857;0.035714286;0.357142857;0;0;0.392857143;0.357142857;0
2190;28;16;2;10;;;12;10;0;0.571428571;0.071428571;0.357142857;0;0;0.428571429;0.357142857;0
2191;28;16;2;10;;;12;10;0;0.571428571;0.071428571;0.357142857;0;0;0.428571429;0.357142857;0
2192;28;16;1;11;;;12;11;0;0.571428571;0.035714286;0.392857143;0;0;0.428571429;0.392857143;0
2193;28;16;10;2;;;12;2;0;0.571428571;0.357142857;0.071428571;0;0;0.428571429;0.071428571;0
2194;28;14;11;3;;;14;3;0;0.5;0.392857143;0.107142857;0;0;0.5;0.107142857;0
2195;28;15;13;;;;13;0;0;0.535714286;0.464285714;0;0;0;0.464285714;0;0
2196;28;13;15;;;;15;0;0;0.464285714;0.535714286;0;0;0;0.535714286;0;0
2197;28;12;11;5;;;16;5;0;0.428571429;0.392857143;0.178571429;0;0;0.571428571;0.178571429;0
2198;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2199;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2200;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2201;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
2202;28;13;13;2;;;15;2;0;0.464285714;0.464285714;0.071428571;0;0;0.535714286;0.071428571;0
2203;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2204;28;4;21;3;;;24;3;0;0.142857143;0.75;0.107142857;0;0;0.857142857;0.107142857;0
2205;28;4;19;5;;;24;5;0;0.142857143;0.678571429;0.178571429;0;0;0.857142857;0.178571429;0
2206;28;11;15;2;;;17;2;0;0.392857143;0.535714286;0.071428571;0;0;0.607142857;0.071428571;0
2207;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
2208;28;1;17;10;;;27;10;0;0.035714286;0.607142857;0.357142857;0;0;0.964285714;0.357142857;0
2209;28;4;13;11;;;24;11;0;0.142857143;0.464285714;0.392857143;0;0;0.857142857;0.392857143;0
2210;28;8;13;7;;;20;7;0;0.285714286;0.464285714;0.25;0;0;0.714285714;0.25;0
2211;28;4;21;3;;;24;3;0;0.142857143;0.75;0.107142857;0;0;0.857142857;0.107142857;0
2212;28;13;15;;;;15;0;0;0.464285714;0.535714286;0;0;0;0.535714286;0;0
2213;28;11;10;7;;;17;7;0;0.392857143;0.357142857;0.25;0;0;0.607142857;0.25;0
2214;28;13;13;2;;;15;2;0;0.464285714;0.464285714;0.071428571;0;0;0.535714286;0.071428571;0
2215;28;16;12;;;;12;0;0;0.571428571;0.428571429;0;0;0;0.428571429;0;0
2216;28;17;8;3;;;11;3;0;0.607142857;0.285714286;0.107142857;0;0;0.392857143;0.107142857;0
2217;28;6;13;9;;;22;9;0;0.214285714;0.464285714;0.321428571;0;0;0.785714286;0.321428571;0
2218;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2219;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2220;28;13;13;2;;;15;2;0;0.464285714;0.464285714;0.071428571;0;0;0.535714286;0.071428571;0
2221;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2222;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
2223;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2224;28;7;14;7;;;21;7;0;0.25;0.5;0.25;0;0;0.75;0.25;0
2225;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2226;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2227;28;6;14;8;;;22;8;0;0.214285714;0.5;0.285714286;0;0;0.785714286;0.285714286;0
2228;28;11;17;;;;17;0;0;0.392857143;0.607142857;0;0;0;0.607142857;0;0
2229;28;6;12;10;;;22;10;0;0.214285714;0.428571429;0.357142857;0;0;0.785714286;0.357142857;0
2230;28;10;10;8;;;18;8;0;0.357142857;0.357142857;0.285714286;0;0;0.642857143;0.285714286;0
2231;28;10;15;3;;;18;3;0;0.357142857;0.535714286;0.107142857;0;0;0.642857143;0.107142857;0
2232;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2233;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2234;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2235;28;15;13;;;;13;0;0;0.535714286;0.464285714;0;0;0;0.464285714;0;0
2236;28;11;11;6;;;17;6;0;0.392857143;0.392857143;0.214285714;0;0;0.607142857;0.214285714;0
2237;28;10;9;9;;;18;9;0;0.357142857;0.321428571;0.321428571;0;0;0.642857143;0.321428571;0
2238;28;3;15;10;;;25;10;0;0.107142857;0.535714286;0.357142857;0;0;0.892857143;0.357142857;0
2239;28;9;12;7;;;19;7;0;0.321428571;0.428571429;0.25;0;0;0.678571429;0.25;0
2240;28;16;9;3;;;12;3;0;0.571428571;0.321428571;0.107142857;0;0;0.428571429;0.107142857;0
2241;28;14;12;2;;;14;2;0;0.5;0.428571429;0.071428571;0;0;0.5;0.071428571;0
2242;28;6;12;10;;;22;10;0;0.214285714;0.428571429;0.357142857;0;0;0.785714286;0.357142857;0
2243;28;13;13;2;;;15;2;0;0.464285714;0.464285714;0.071428571;0;0;0.535714286;0.071428571;0
2244;28;17;7;4;;;11;4;0;0.607142857;0.25;0.142857143;0;0;0.392857143;0.142857143;0
2245;28;11;13;4;;;17;4;0;0.392857143;0.464285714;0.142857143;0;0;0.607142857;0.142857143;0
2246;28;11;11;6;;;17;6;0;0.392857143;0.392857143;0.214285714;0;0;0.607142857;0.214285714;0
2247;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2248;28;14;14;;;;14;0;0;0.5;0.5;0;0;0;0.5;0;0
2249;28;14;11;3;;;14;3;0;0.5;0.392857143;0.107142857;0;0;0.5;0.107142857;0
2250;28;11;8;9;;;17;9;0;0.392857143;0.285714286;0.321428571;0;0;0.607142857;0.321428571;0
2251;28;11;9;8;;;17;8;0;0.392857143;0.321428571;0.285714286;0;0;0.607142857;0.285714286;0
2252;28;6;11;11;;;22;11;0;0.214285714;0.392857143;0.392857143;0;0;0.785714286;0.392857143;0
2253;28;;16;12;;;28;12;0;0;0.571428571;0.428571429;0;0;1;0.428571429;0
2254;28;;13;15;;;28;15;0;0;0.464285714;0.535714286;0;0;1;0.535714286;0
2255;28;7;17;4;;;21;4;0;0.25;0.607142857;0.142857143;0;0;0.75;0.142857143;0
2256;28;;15;13;;;28;13;0;0;0.535714286;0.464285714;0;0;1;0.464285714;0
2257;28;1;16;11;;;27;11;0;0.035714286;0.571428571;0.392857143;0;0;0.964285714;0.392857143;0
2258;28;2;14;12;;;26;12;0;0.071428571;0.5;0.428571429;0;0;0.928571429;0.428571429;0
2259;28;2;14;12;;;26;12;0;0.071428571;0.5;0.428571429;0;0;0.928571429;0.428571429;0
2260;28;2;12;14;;;26;14;0;0.071428571;0.428571429;0.5;0;0;0.928571429;0.5;0
2261;28;9;11;8;;;19;8;0;0.321428571;0.392857143;0.285714286;0;0;0.678571429;0.285714286;0
2262;28;1;17;10;;;27;10;0;0.035714286;0.607142857;0.357142857;0;0;0.964285714;0.357142857;0
2263;28;;15;13;;;28;13;0;0;0.535714286;0.464285714;0;0;1;0.464285714;0
2264;28;1;15;12;;;27;12;0;0.035714286;0.535714286;0.428571429;0;0;0.964285714;0.428571429;0
2265;28;13;15;;;;15;0;0;0.464285714;0.535714286;0;0;0;0.535714286;0;0
2266;28;7;12;9;;;21;9;0;0.25;0.428571429;0.321428571;0;0;0.75;0.321428571;0
2267;28;4;10;14;;;24;14;0;0.142857143;0.357142857;0.5;0;0;0.857142857;0.5;0
2268;28;;13;15;;;28;15;0;0;0.464285714;0.535714286;0;0;1;0.535714286;0
2269;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2270;28;;20;8;;;28;8;0;0;0.714285714;0.285714286;0;0;1;0.285714286;0
2271;28;9;11;8;;;19;8;0;0.321428571;0.392857143;0.285714286;0;0;0.678571429;0.285714286;0
2272;28;;16;12;;;28;12;0;0;0.571428571;0.428571429;0;0;1;0.428571429;0
2273;28;11;11;6;;;17;6;0;0.392857143;0.392857143;0.214285714;0;0;0.607142857;0.214285714;0
2274;28;1;14;13;;;27;13;0;0.035714286;0.5;0.464285714;0;0;0.964285714;0.464285714;0
2275;28;;17;11;;;28;11;0;0;0.607142857;0.392857143;0;0;1;0.392857143;0
2276;28;1;16;11;;;27;11;0;0.035714286;0.571428571;0.392857143;0;0;0.964285714;0.392857143;0
2277;28;3;11;14;;;25;14;0;0.107142857;0.392857143;0.5;0;0;0.892857143;0.5;0
2278;28;;13;15;;;28;15;0;0;0.464285714;0.535714286;0;0;1;0.535714286;0
2279;28;2;14;12;;;26;12;0;0.071428571;0.5;0.428571429;0;0;0.928571429;0.428571429;0
2280;28;2;14;12;;;26;12;0;0.071428571;0.5;0.428571429;0;0;0.928571429;0.428571429;0
2281;28;3;15;10;;;25;10;0;0.107142857;0.535714286;0.357142857;0;0;0.892857143;0.357142857;0
2282;28;1;12;15;;;27;15;0;0.035714286;0.428571429;0.535714286;0;0;0.964285714;0.535714286;0
2283;28;15;7;6;;;13;6;0;0.535714286;0.25;0.214285714;0;0;0.464285714;0.214285714;0
2284;28;6;12;10;;;22;10;0;0.214285714;0.428571429;0.357142857;0;0;0.785714286;0.357142857;0
2285;28;13;13;2;;;15;2;0;0.464285714;0.464285714;0.071428571;0;0;0.535714286;0.071428571;0
2286;28;2;13;13;;;26;13;0;0.071428571;0.464285714;0.464285714;0;0;0.928571429;0.464285714;0
2287;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2288;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2289;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2290;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2291;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2292;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2293;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
2294;28;23;5;;;;5;0;0;0.821428571;0.178571429;0;0;0;0.178571429;0;0
2295;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2296;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2297;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2298;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2299;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2300;28;23;5;;;;5;0;0;0.821428571;0.178571429;0;0;0;0.178571429;0;0
2301;28;23;5;;;;5;0;0;0.821428571;0.178571429;0;0;0;0.178571429;0;0
2302;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2303;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2304;28;23;5;;;;5;0;0;0.821428571;0.178571429;0;0;0;0.178571429;0;0
2305;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2306;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2307;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2308;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2309;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2310;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2311;28;23;5;;;;5;0;0;0.821428571;0.178571429;0;0;0;0.178571429;0;0
2312;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2313;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2314;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2315;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2316;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2317;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2318;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2319;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
2320;28;12;11;5;;;16;5;0;0.428571429;0.392857143;0.178571429;0;0;0.571428571;0.178571429;0
2321;28;5;15;8;;;23;8;0;0.178571429;0.535714286;0.285714286;0;0;0.821428571;0.285714286;0
2322;28;12;10;6;;;16;6;0;0.428571429;0.357142857;0.214285714;0;0;0.571428571;0.214285714;0
2323;28;;15;13;;;28;13;0;0;0.535714286;0.464285714;0;0;1;0.464285714;0
2324;28;8;14;6;;;20;6;0;0.285714286;0.5;0.214285714;0;0;0.714285714;0.214285714;0
2325;28;;15;13;;;28;13;0;0;0.535714286;0.464285714;0;0;1;0.464285714;0
2326;28;6;14;8;;;22;8;0;0.214285714;0.5;0.285714286;0;0;0.785714286;0.285714286;0
2327;28;1;16;11;;;27;11;0;0.035714286;0.571428571;0.392857143;0;0;0.964285714;0.392857143;0
2328;28;1;15;12;;;27;12;0;0.035714286;0.535714286;0.428571429;0;0;0.964285714;0.428571429;0
2329;28;22;6;;;;6;0;0;0.785714286;0.214285714;0;0;0;0.214285714;0;0
2330;28;8;14;6;;;20;6;0;0.285714286;0.5;0.214285714;0;0;0.714285714;0.214285714;0
2331;28;16;8;4;;;12;4;0;0.571428571;0.285714286;0.142857143;0;0;0.428571429;0.142857143;0
2332;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2333;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2334;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2335;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2336;28;4;21;3;;;24;3;0;0.142857143;0.75;0.107142857;0;0;0.857142857;0.107142857;0
2337;28;13;13;2;;;15;2;0;0.464285714;0.464285714;0.071428571;0;0;0.535714286;0.071428571;0
2338;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2339;28;18;9;1;;;10;1;0;0.642857143;0.321428571;0.035714286;0;0;0.357142857;0.035714286;0
2340;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2341;28;11;14;3;;;17;3;0;0.392857143;0.5;0.107142857;0;0;0.607142857;0.107142857;0
2342;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2343;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2344;28;7;15;6;;;21;6;0;0.25;0.535714286;0.214285714;0;0;0.75;0.214285714;0
2345;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2346;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2347;28;13;15;;;;15;0;0;0.464285714;0.535714286;0;0;0;0.535714286;0;0
2348;28;14;14;;;;14;0;0;0.5;0.5;0;0;0;0.5;0;0
2349;28;14;12;2;;;14;2;0;0.5;0.428571429;0.071428571;0;0;0.5;0.071428571;0
2350;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2351;28;12;14;2;;;16;2;0;0.428571429;0.5;0.071428571;0;0;0.571428571;0.071428571;0
2352;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
2353;28;3;22;3;;;25;3;0;0.107142857;0.785714286;0.107142857;0;0;0.892857143;0.107142857;0
2354;28;13;13;2;;;15;2;0;0.464285714;0.464285714;0.071428571;0;0;0.535714286;0.071428571;0
2355;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
2356;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2357;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2358;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2359;28;16;12;;;;12;0;0;0.571428571;0.428571429;0;0;0;0.428571429;0;0
2360;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2361;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2362;28;13;10;5;;;15;5;0;0.464285714;0.357142857;0.178571429;0;0;0.535714286;0.178571429;0
2363;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
2364;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2365;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
2366;28;12;13;3;;;16;3;0;0.428571429;0.464285714;0.107142857;0;0;0.571428571;0.107142857;0
2367;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
2368;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2369;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2370;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2371;28;16;12;;;;12;0;0;0.571428571;0.428571429;0;0;0;0.428571429;0;0
2372;28;7;12;9;;;21;9;0;0.25;0.428571429;0.321428571;0;0;0.75;0.321428571;0
2373;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2374;28;22;6;;;;6;0;0;0.785714286;0.214285714;0;0;0;0.214285714;0;0
2375;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2376;28;9;14;5;;;19;5;0;0.321428571;0.5;0.178571429;0;0;0.678571429;0.178571429;0
2377;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
2378;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
