admin_code;not_null;ipc_1;ipc_2;ipc_3;ipc_4;ipc_5;ipc_2_plus;ipc_3_plus;ipc_4_plus;ipc_1_pct;ipc_2_pct;ipc_3_pct;ipc_4_pct;ipc_5_pct;ipc_2_plus_pct;ipc_3_plus_pct;ipc_4_plus_pct
3025;28;5;17;6;;;23;6;0;0.178571429;0.607142857;0.214285714;0;0;0.821428571;0.214285714;0
3026;28;7;16;5;;;21;5;0;0.25;0.571428571;0.178571429;0;0;0.75;0.178571429;0
3027;28;3;15;10;;;25;10;0;0.107142857;0.535714286;0.357142857;0;0;0.892857143;0.357142857;0
3028;28;8;17;3;;;20;3;0;0.285714286;0.607142857;0.107142857;0;0;0.714285714;0.107142857;0
3029;28;6;16;6;;;22;6;0;0.214285714;0.571428571;0.214285714;0;0;0.785714286;0.214285714;0
3030;28;7;18;3;;;21;3;0;0.25;0.642857143;0.107142857;0;0;0.75;0.107142857;0
3031;28;6;16;6;;;22;6;0;0.214285714;0.571428571;0.214285714;0;0;0.785714286;0.214285714;0
3032;28;9;16;3;;;19;3;0;0.321428571;0.571428571;0.107142857;0;0;0.678571429;0.107142857;0
3033;28;16;11;1;;;12;1;0;0.571428571;0.392857143;0.035714286;0;0;0.428571429;0.035714286;0
3034;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3035;28;7;15;6;;;21;6;0;0.25;0.535714286;0.214285714;0;0;0.75;0.214285714;0
3036;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3037;28;8;19;1;;;20;1;0;0.285714286;0.678571429;0.035714286;0;0;0.714285714;0.035714286;0
3038;28;7;20;1;;;21;1;0;0.25;0.714285714;0.035714286;0;0;0.75;0.035714286;0
3039;28;7;16;5;;;21;5;0;0.25;0.571428571;0.178571429;0;0;0.75;0.178571429;0
3040;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3041;28;7;14;7;;;21;7;0;0.25;0.5;0.25;0;0;0.75;0.25;0
3042;28;6;17;5;;;22;5;0;0.214285714;0.607142857;0.178571429;0;0;0.785714286;0.178571429;0
3043;28;8;16;4;;;20;4;0;0.285714286;0.571428571;0.142857143;0;0;0.714285714;0.142857143;0
3044;28;18;9;1;;;10;1;0;0.642857143;0.321428571;0.035714286;0;0;0.357142857;0.035714286;0
3045;28;18;9;1;;;10;1;0;0.642857143;0.321428571;0.035714286;0;0;0.357142857;0.035714286;0
3046;28;7;17;4;;;21;4;0;0.25;0.607142857;0.142857143;0;0;0.75;0.142857143;0
3047;28;10;13;5;;;18;5;0;0.357142857;0.464285714;0.178571429;0;0;0.642857143;0.178571429;0
3048;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3049;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3050;28;21;7;;;;7;0;0;0.75;0.25;0;0;0;0.25;0;0
3051;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3052;28;27;1;;;;1;0;0;0.964285714;0.035714286;0;0;0;0.035714286;0;0
3053;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3054;28;13;14;1;;;15;1;0;0.464285714;0.5;0.035714286;0;0;0.535714286;0.035714286;0
3055;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3056;28;13;14;1;;;15;1;0;0.464285714;0.5;0.035714286;0;0;0.535714286;0.035714286;0
3057;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3058;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3059;28;13;14;1;;;15;1;0;0.464285714;0.5;0.035714286;0;0;0.535714286;0.035714286;0
3060;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3061;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3062;28;6;19;3;;;22;3;0;0.214285714;0.678571429;0.107142857;0;0;0.785714286;0.107142857;0
3063;28;1;13;14;;;27;14;0;0.035714286;0.464285714;0.5;0;0;0.964285714;0.5;0
3064;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
3065;28;1;16;11;;;27;11;0;0.035714286;0.571428571;0.392857143;0;0;0.964285714;0.392857143;0
3066;28;1;15;12;;;27;12;0;0.035714286;0.535714286;0.428571429;0;0;0.964285714;0.428571429;0
3067;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
3068;28;2;16;10;;;26;10;0;0.071428571;0.571428571;0.357142857;0;0;0.928571429;0.357142857;0
3069;28;2;18;8;;;26;8;0;0.071428571;0.642857143;0.285714286;0;0;0.928571429;0.285714286;0
3070;28;2;18;8;;;26;8;0;0.071428571;0.642857143;0.285714286;0;0;0.928571429;0.285714286;0
3071;28;2;18;8;;;26;8;0;0.071428571;0.642857143;0.285714286;0;0;0.928571429;0.285714286;0
3072;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
3073;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
3074;28;6;20;2;;;22;2;0;0.214285714;0.714285714;0.071428571;0;0;0.785714286;0.071428571;0
3075;28;1;13;14;;;27;14;0;0.035714286;0.464285714;0.5;0;0;0.964285714;0.5;0
3076;28;3;13;12;;;25;12;0;0.107142857;0.464285714;0.428571429;0;0;0.892857143;0.428571429;0
3077;28;2;16;10;;;26;10;0;0.071428571;0.571428571;0.357142857;0;0;0.928571429;0.357142857;0
3078;28;2;16;10;;;26;10;0;0.071428571;0.571428571;0.357142857;0;0;0.928571429;0.357142857;0
3079;28;1;17;10;;;27;10;0;0.035714286;0.607142857;0.357142857;0;0;0.964285714;0.357142857;0
3080;28;2;19;7;;;26;7;0;0.071428571;0.678571429;0.25;0;0;0.928571429;0.25;0
3081;28;2;19;7;;;26;7;0;0.071428571;0.678571429;0.25;0;0;0.928571429;0.25;0
3082;28;6;19;3;;;22;3;0;0.214285714;0.678571429;0.107142857;0;0;0.785714286;0.107142857;0
3083;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3084;28;1;16;11;;;27;11;0;0.035714286;0.571428571;0.392857143;0;0;0.964285714;0.392857143;0
3085;28;1;17;10;;;27;10;0;0.035714286;0.607142857;0.357142857;0;0;0.964285714;0.357142857;0
3086;28;7;19;2;;;21;2;0;0.25;0.678571429;0.071428571;0;0;0.75;0.071428571;0
3087;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
3088;28;1;15;12;;;27;12;0;0.035714286;0.535714286;0.428571429;0;0;0.964285714;0.428571429;0
3089;28;3;14;11;;;25;11;0;0.107142857;0.5;0.392857143;0;0;0.892857143;0.392857143;0
3090;28;;16;12;;;28;12;0;0;0.571428571;0.428571429;0;0;1;0.428571429;0
3091;28;7;18;3;;;21;3;0;0.25;0.642857143;0.107142857;0;0;0.75;0.107142857;0
3092;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
3093;28;8;20;;;;20;0;0;0.285714286;0.714285714;0;0;0;0.714285714;0;0
3094;28;8;20;;;;20;0;0;0.285714286;0.714285714;0;0;0;0.714285714;0;0
3095;28;9;19;;;;19;0;0;0.321428571;0.678571429;0;0;0;0.678571429;0;0
3096;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3097;28;22;6;;;;6;0;0;0.785714286;0.214285714;0;0;0;0.214285714;0;0
3098;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3099;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3100;28;27;1;;;;1;0;0;0.964285714;0.035714286;0;0;0;0.035714286;0;0
3101;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3102;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3103;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3104;28;18;10;;;;10;0;0;0.642857143;0.357142857;0;0;0;0.357142857;0;0
3105;28;22;6;;;;6;0;0;0.785714286;0.214285714;0;0;0;0.214285714;0;0
3106;28;22;6;;;;6;0;0;0.785714286;0.214285714;0;0;0;0.214285714;0;0
3107;28;20;8;;;;8;0;0;0.714285714;0.285714286;0;0;0;0.285714286;0;0
3108;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3109;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3110;28;7;20;1;;;21;1;0;0.25;0.714285714;0.035714286;0;0;0.75;0.035714286;0
3111;28;6;22;;;;22;0;0;0.214285714;0.785714286;0;0;0;0.785714286;0;0
3112;28;4;24;;;;24;0;0;0.142857143;0.857142857;0;0;0;0.857142857;0;0
3113;28;5;22;1;;;23;1;0;0.178571429;0.785714286;0.035714286;0;0;0.821428571;0.035714286;0
3114;28;6;20;2;;;22;2;0;0.214285714;0.714285714;0.071428571;0;0;0.785714286;0.071428571;0
3115;28;6;20;2;;;22;2;0;0.214285714;0.714285714;0.071428571;0;0;0.785714286;0.071428571;0
3116;28;20;8;;;;8;0;0;0.714285714;0.285714286;0;0;0;0.285714286;0;0
3117;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3118;28;14;14;;;;14;0;0;0.5;0.5;0;0;0;0.5;0;0
3119;28;17;11;;;;11;0;0;0.607142857;0.392857143;0;0;0;0.392857143;0;0
3120;28;14;14;;;;14;0;0;0.5;0.5;0;0;0;0.5;0;0
3121;28;14;14;;;;14;0;0;0.5;0.5;0;0;0;0.5;0;0
3122;28;8;20;;;;20;0;0;0.285714286;0.714285714;0;0;0;0.714285714;0;0
3123;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3124;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3125;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3126;28;2;14;12;;;26;12;0;0.071428571;0.5;0.428571429;0;0;0.928571429;0.428571429;0
3127;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3128;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3129;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3130;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3131;28;2;16;10;;;26;10;0;0.071428571;0.571428571;0.357142857;0;0;0.928571429;0.357142857;0
3132;28;2;17;7;2;;26;9;2;0.071428571;0.607142857;0.25;0.071428571;0;0.928571429;0.321428571;0.071428571
3133;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3134;28;2;15;11;;;26;11;0;0.071428571;0.535714286;0.392857143;0;0;0.928571429;0.392857143;0
3135;28;2;13;13;;;26;13;0;0.071428571;0.464285714;0.464285714;0;0;0.928571429;0.464285714;0
3136;28;1;14;11;2;;27;13;2;0.035714286;0.5;0.392857143;0.071428571;0;0.964285714;0.464285714;0.071428571
3137;28;2;13;11;2;;26;13;2;0.071428571;0.464285714;0.392857143;0.071428571;0;0.928571429;0.464285714;0.071428571
3138;28;1;15;10;2;;27;12;2;0.035714286;0.535714286;0.357142857;0.071428571;0;0.964285714;0.428571429;0.071428571
3139;28;1;16;9;2;;27;11;2;0.035714286;0.571428571;0.321428571;0.071428571;0;0.964285714;0.392857143;0.071428571
3140;28;1;17;8;2;;27;10;2;0.035714286;0.607142857;0.285714286;0.071428571;0;0.964285714;0.357142857;0.071428571
3141;28;1;17;8;2;;27;10;2;0.035714286;0.607142857;0.285714286;0.071428571;0;0.964285714;0.357142857;0.071428571
3142;28;6;15;7;;;22;7;0;0.214285714;0.535714286;0.25;0;0;0.785714286;0.25;0
3143;28;4;17;7;;;24;7;0;0.142857143;0.607142857;0.25;0;0;0.857142857;0.25;0
3144;28;14;11;3;;;14;3;0;0.5;0.392857143;0.107142857;0;0;0.5;0.107142857;0
3145;28;12;12;4;;;16;4;0;0.428571429;0.428571429;0.142857143;0;0;0.571428571;0.142857143;0
3146;28;11;14;3;;;17;3;0;0.392857143;0.5;0.107142857;0;0;0.607142857;0.107142857;0
3147;28;3;17;8;;;25;8;0;0.107142857;0.607142857;0.285714286;0;0;0.892857143;0.285714286;0
3148;28;15;11;2;;;13;2;0;0.535714286;0.392857143;0.071428571;0;0;0.464285714;0.071428571;0
3149;28;2;13;11;2;;26;13;2;0.071428571;0.464285714;0.392857143;0.071428571;0;0.928571429;0.464285714;0.071428571
3150;28;15;13;;;;13;0;0;0.535714286;0.464285714;0;0;0;0.464285714;0;0
3151;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3152;28;8;19;1;;;20;1;0;0.285714286;0.678571429;0.035714286;0;0;0.714285714;0.035714286;0
3153;28;5;20;3;;;23;3;0;0.178571429;0.714285714;0.107142857;0;0;0.821428571;0.107142857;0
3154;28;11;16;1;;;17;1;0;0.392857143;0.571428571;0.035714286;0;0;0.607142857;0.035714286;0
3155;28;5;18;5;;;23;5;0;0.178571429;0.642857143;0.178571429;0;0;0.821428571;0.178571429;0
3156;28;6;17;5;;;22;5;0;0.214285714;0.607142857;0.178571429;0;0;0.785714286;0.178571429;0
3157;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3158;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3159;28;6;17;5;;;22;5;0;0.214285714;0.607142857;0.178571429;0;0;0.785714286;0.178571429;0
3160;28;3;17;8;;;25;8;0;0.107142857;0.607142857;0.285714286;0;0;0.892857143;0.285714286;0
3161;28;2;14;12;;;26;12;0;0.071428571;0.5;0.428571429;0;0;0.928571429;0.428571429;0
3162;28;15;13;;;;13;0;0;0.535714286;0.464285714;0;0;0;0.464285714;0;0
3163;28;6;17;5;;;22;5;0;0.214285714;0.607142857;0.178571429;0;0;0.785714286;0.178571429;0
3164;28;15;13;;;;13;0;0;0.535714286;0.464285714;0;0;0;0.464285714;0;0
3165;28;5;18;5;;;23;5;0;0.178571429;0.642857143;0.178571429;0;0;0.821428571;0.178571429;0
3166;28;2;16;10;;;26;10;0;0.071428571;0.571428571;0.357142857;0;0;0.928571429;0.357142857;0
3167;28;2;19;7;;;26;7;0;0.071428571;0.678571429;0.25;0;0;0.928571429;0.25;0
3168;28;2;17;9;;;26;9;0;0.071428571;0.607142857;0.321428571;0;0;0.928571429;0.321428571;0
3169;28;2;16;10;;;26;10;0;0.071428571;0.571428571;0.357142857;0;0;0.928571429;0.357142857;0
3170;28;2;16;10;;;26;10;0;0.071428571;0.571428571;0.357142857;0;0;0.928571429;0.357142857;0
3171;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3172;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3173;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3174;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3175;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3176;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3177;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3178;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3179;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3180;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3181;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3182;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3183;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3184;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3185;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3186;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3187;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3188;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3189;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3190;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3191;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3192;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3193;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
3194;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3195;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3196;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3197;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3198;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3199;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3200;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3201;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3202;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3203;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3204;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3205;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
3206;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3207;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3208;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3209;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3210;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3211;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3212;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3213;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3214;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3215;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3216;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3217;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3218;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3219;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3220;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3221;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3222;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3223;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3224;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3225;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3226;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3227;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3228;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3229;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3230;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3231;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3232;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3233;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
3234;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
3235;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
3236;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3237;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3238;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3239;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3240;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3241;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3242;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3243;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3244;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3245;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3246;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3247;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3248;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3249;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3250;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3251;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3252;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3253;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3254;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3255;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3256;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3257;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3258;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3259;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3260;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3261;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3262;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3263;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3264;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3265;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3266;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3267;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3268;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3269;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3270;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3271;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3272;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3273;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3274;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3275;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3276;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3277;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3278;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3279;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3280;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3281;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3282;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3283;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3284;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3285;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3286;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3287;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3288;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3289;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3290;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3291;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3292;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3293;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3294;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3295;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3296;28;26;2;;;;2;0;0;0.928571429;0.071428571;0;0;0;0.071428571;0;0
3297;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3298;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3299;28;18;8;2;;;10;2;0;0.642857143;0.285714286;0.071428571;0;0;0.357142857;0.071428571;0
3300;28;24;4;;;;4;0;0;0.857142857;0.142857143;0;0;0;0.142857143;0;0
3301;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3302;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3303;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3304;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3305;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3306;28;19;9;;;;9;0;0;0.678571429;0.321428571;0;0;0;0.321428571;0;0
3307;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3308;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3309;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3310;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3311;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3312;28;25;3;;;;3;0;0;0.892857143;0.107142857;0;0;0;0.107142857;0;0
3313;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3314;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3315;28;23;5;;;;5;0;0;0.821428571;0.178571429;0;0;0;0.178571429;0;0
3316;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3317;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3318;28;28;;;;;0;0;0;1;0;0;0;0;0;0;0
3319;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3320;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3321;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3322;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3323;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3324;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3325;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3326;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3327;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3328;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3329;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3330;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3331;24;;12;11;1;;24;12;1;0;0.5;0.458333333;0.041666667;0;1;0.5;0.041666667
3332;24;;11;12;1;;24;13;1;0;0.458333333;0.5;0.041666667;0;1;0.541666667;0.041666667
3333;24;;11;13;;;24;13;0;0;0.458333333;0.541666667;0;0;1;0.541666667;0
3334;24;;9;13;2;;24;15;2;0;0.375;0.541666667;0.083333333;0;1;0.625;0.083333333
3335;24;;14;9;1;;24;10;1;0;0.583333333;0.375;0.041666667;0;1;0.416666667;0.041666667
3336;24;;9;15;;;24;15;0;0;0.375;0.625;0;0;1;0.625;0
3337;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3338;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3339;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3340;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3341;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3342;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3343;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3344;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3345;24;3;13;8;;;21;8;0;0.125;0.541666667;0.333333333;0;0;0.875;0.333333333;0
3346;24;23;1;;;;1;0;0;0.958333333;0.041666667;0;0;0;0.041666667;0;0
3347;24;20;4;;;;4;0;0;0.833333333;0.166666667;0;0;0;0.166666667;0;0
3348;24;23;1;;;;1;0;0;0.958333333;0.041666667;0;0;0;0.041666667;0;0
3349;24;16;8;;;;8;0;0;0.666666667;0.333333333;0;0;0;0.333333333;0;0
3350;24;23;1;;;;1;0;0;0.958333333;0.041666667;0;0;0;0.041666667;0;0
3351;24;23;1;;;;1;0;0;0.958333333;0.041666667;0;0;0;0.041666667;0;0
3352;24;23;1;;;;1;0;0;0.958333333;0.041666667;0;0;0;0.041666667;0;0
3353;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
3354;24;24;;;;;0;0;0;1;0;0;0;0;0;0;0
